Orig_Zip,Dest_Zip,Orig_Lon,Orig_Lat,Dest_Lon,Dest_Lat,Transit
SW16 5RU,E17 8DP,-0.12954000000000002,51.575565000000005,-0.12954000000000002,51.575565000000005,4246
E8 2LH,CR7 8RJ,-0.0724,51.396453,-0.0724,51.396453,4167
SW16 1DL,E10 5EP,-0.127027,51.563656,-0.127027,51.563656,4397
N9 9SU,SW10 9JJ,-0.066313,51.487153,-0.066313,51.487153,4225
N7 7RE,SE5 9PG,-0.115231,51.467213,-0.115231,51.467213,3001
SW4 8PQ,N13 6AB,-0.14018,51.608616,-0.14018,51.608616,4183
E17 6EY,W10 5AE,-0.03307,51.524801000000004,-0.03307,51.524801000000004,3028
NW11 9QR,N16 8EQ,-0.20914000000000002,51.555039,-0.20914000000000002,51.555039,4099
SE19 1SS,N1 7NN,-0.079315,51.53027,-0.079315,51.53027,3386
SW6 1SJ,W14 9YA,-0.19728800000000002,51.492832,-0.19728800000000002,51.492832,1181
N1 7LR,E3 4PA,-0.09082,51.526227,-0.09082,51.526227,2490
SE8 4HS,N17 6LU,-0.024391999999999997,51.595059,-0.024391999999999997,51.595059,4095
SW11 1HJ,E1 4QX,-0.16453900000000002,51.521747999999995,-0.16453900000000002,51.521747999999995,2856
N17 7PL,NW3 2QJ,-0.087496,51.553094,-0.087496,51.553094,2782
NW1 3TB,SW16 2JP,-0.141587,51.435916999999996,-0.141587,51.435916999999996,3166
SE5 8PL,N20 0XA,-0.08394,51.622496999999996,-0.08394,51.622496999999996,4411
SW4 6PP,E14 0DB,-0.130893,51.509778999999995,-0.130893,51.509778999999995,2897
E15 1BG,W6 0DH,0.000225,51.496857,0.000225,51.496857,3305
N13 4LS,SW17 8PP,-0.110233,51.427354,-0.110233,51.427354,4832
SE24 0NP,E1 1JR,-0.10610499999999999,51.516495,-0.10610499999999999,51.516495,2825
SW8 4DA,SE19 3PN,-0.140572,51.415123,-0.140572,51.415123,2915
SE24 9LD,N12 0AW,-0.094036,51.603916,-0.094036,51.603916,4075
SW9 7JQ,SE1 6EB,-0.110048,51.492886999999996,-0.110048,51.492886999999996,1444
CR7 7AL,N10 2JS,-0.09640399999999999,51.593415,-0.09640399999999999,51.593415,5126
N1 9RE,N19 4PU,-0.11801500000000001,51.558245,-0.11801500000000001,51.558245,1478
E8 1JH,E14 9PA,-0.058148000000000005,51.505738,-0.058148000000000005,51.505738,2563
N16 8EB,N7 8HA,-0.076537,51.551053,-0.076537,51.551053,2241
WC1E 6EB,SE23 2AF,-0.13134,51.439529,-0.13134,51.439529,3176
SE15 2DT,E17 8AZ,-0.0545,51.577839000000004,-0.0545,51.577839000000004,3251
SW4 6TD,SE5 0XQ,-0.12492400000000001,51.479746,-0.12492400000000001,51.479746,1293
